津波id,津波名,津波名(英語),文献id,文献名,文献名(英語),痕跡id,文献時代_市町村名,文献記載_地名,文献記載_かな,ひらがな・カナ,登録時_都道府県,登録時_市町村名,市町村名確認年月日,地点位置詳細情報,地名変遷等,地名_備考_仮位置,測地系,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,住所地番情報_信頼度,地図等情報_信頼度,測定対象物,証言等,津波堆積物_層厚,津波堆積物_出典,文献記載_測定基準面,文献記載_測定基準_信頼度,地盤変位z,最大波,文献記載_痕跡高_下限,文献記載_痕跡高_上限,文献記載_史料記載値,文献記載_痕跡パターン,文献記載_高さ定義_信頼度,文献記載の痕跡高さ備考,tp_基準面補正方法,tp_痕跡高_下限,tp_痕跡高_上限,tp_痕跡パターン,測定方法,測定方法_その他,痕跡信頼度,判定理由,信頼度判定者,文献,雑誌,参照頁等,引用史料,原資料所在,文献信頼度,文献信頼度―備考,史料集名等,記載内容及び図表,原文備考,検潮所名
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","523","大方町","伊田","Ida","いだ","高知県","黒潮町","2013年現在","伊田","2006.3.20黒潮町","★伊田小学校に登録","新測地系","33","2","12.400","133","4","26.000","○","△","","｢亡所潮は山まで」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.90-92 大方町@@p.91 図2-11 蜷川付近津波浸入図@@p.92 図2-12 入野付近津波浸入図","（1）谷陵記、（2）大塩筆記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料であり、信頼度は◎である。（2）については未確認であるため、信頼度はつけていない。","（1）『増訂大日本地震史料　第二巻』p109","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","525","佐賀町","白浜[白濱]","Shirahama","しらはま","高知県","黒潮町","2013年現在","白濱","2006.3.20黒潮町","★土佐白浜駅に登録","新測地系","33","3","24.400","133","5","50.900","○","△","","「亡所潮は山まで」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.89 4-20佐賀町","谷陵記","","◎","地震からあまり時間が経過しない時期に書かれた史料であるため、信頼度は◎である。","『増訂大日本地震史料　第二巻』p109","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","527","須崎市","吾井郷","Ainogo","あいのご","高知県","須崎市","2013年現在","吾井郷","","★鯛ノ川関に登録","新測地系","33","25","43.000","133","17","36.600","○","△","","「名越坂の麓、松ヵ瀬川の奥まで、家は少し残る」「為貞と言う所まで入り来る」「鯛の川関限り」「飛田松ヵ瀬正善寺の前まで、家の形なる物数多浮み来る」","","","TP","◎","","","13.00","13.00","","浸水高","◎","","","13.00","13.00","浸水高","古文書","","B","位置情報が図2-9からの読み取りによるおおよその位置であることから”B”と判定する（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.81-84 4-17須崎市@@p.84 図2-9 須崎付近津波浸入図","（1）谷陵記、（2）板垣氏筆記、（3）宝永大変記、（4）八幡宮木札、（5）宝永地震記","","◎","（1）（4）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）（5）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p108（5）p129、『新収日本地震史料　第三巻別巻』（3）p454（4）p529（5）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","529","中土佐町","久礼(井詰）","Kure(Itsume)","くれ(いつめ)","高知県","中土佐町","2013年現在","久礼","","★図2-10の位置に登録","新測地系","33","20","49.900","133","12","11.800","○","△","","※書ききれなかったため「記載内容及び図表」に記載","","","","△","2m沈降","","18.00","20.00","","浸水高","△","久礼川沿いの津波は「大川ユツメ汐入」と、ユツメに達している。ユツメは井詰のことで、この地の高度は18～20mである。@@久礼川沿いの津波は「ユツメ汐入」と残されている。ユツメはユズリハの下流、海抜高度40m程度の地であるが、津波がここまで達していたとは考えられない。従って、ユツメは前述の発音から井詰と考えられ、久礼川沿いに遡上した津波は、海抜高度18～20m程度の井詰にまで達していたと思われる。しかし、この当時、井詰より上流に井堰があったとすれば、津波の高さはさらに高くなる。","","","","記載なし","古文書","","B","位置情報が図2-10からの読み取りによるおおよその位置であることから”B”と判定する（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.85-88 4-18中土佐町@@p.88 図2-10久礼付近津波浸入図","（1）谷陵記、（2）板垣氏筆記、（3）宝永地震記、（4）碑、（5）中城氏系譜、（6）久礼根居帳","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）（4）（5）（6）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p109（3）p129、『新収日本地震史料　第三巻別巻』（3）p452","「亡所潮は南は逢坂谷まで、中は常源寺の植松限り、北は焼坂の麓まで、市井三ヶニ海に没す、死人二百余人」「久礼里浦残らず流失」「流死百六十五人流家四百三軒、八幡宮東林寺金砂寺流失」「長沢ミドノコエ、大坂ユノ浦、大川ユツメ汐入」","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","533","須崎市","安和","Awa","あわ","高知県","須崎市","2013年現在","安和","","★安和駅に登録","新測地系","33","22","1.200","133","15","32.300","○","△","","「亡所潮は焼坂の麓まで山腹の家は残る」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.81-84 4-17須崎市@@p.84 図2-9 須崎付近津波浸入図","（1）谷陵記、（2）板垣氏筆記、（3）宝永大変記、（4）八幡宮木札、（5）宝永地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）（5）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）については未確認であるため、信頼度はつけていない。なお（4）にはこの地点についての記載は見あたらなかった。","『増訂大日本地震史料　第二巻』（1）p109（5）p129、『新収日本地震史料　第三巻別巻』（3）p454（5）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","537","中土佐町","小矢井賀・大矢井賀","Yaiga","やいが","高知県","中土佐町","2013年現在","","","★矢井賀に登録","新測地系","33","14","59.300","133","14","42.300","○","△","","「潮入りけれども事なし」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.85-88 4-18中土佐町@@p.88 図2-10久礼付近津波浸入図","（1）谷陵記、（2）板垣氏筆記、（3）宝永地震記、（4）碑、（5）中城氏系譜、（6）久礼根居帳","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）（4）（5）（6）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p109（3）p129、『新収日本地震史料　第三巻別巻』（3）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","541","須崎市","下郷","Shimogo","しもご","高知県","須崎市","2013年現在","下郷","","★下郷に登録","新測地系","33","23","54.400","133","14","38.500","○","△","","「潮は上分村の大境遅越の川限り」「半山川筋は下郷の内天神の上四五丁計り潮上がる」「上分遅越の関限り」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.81-84 4-17須崎市@@p.84 図2-9 須崎付近津波浸入図","（1）谷陵記、（2）板垣氏筆記、（3）宝永大変記、（4）八幡宮木札、（5）宝永地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）（5）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）については未確認であるため、信頼度はつけていない。なお（4）にはこの地点についての記載は見あたらなかった。","『増訂大日本地震史料　第二巻』（1）p108（5）p129、『新収日本地震史料　第三巻別巻』（3）p454（5）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","551","須崎市","池の内[池ノ内]","Ikenouchi","いけのうち","高知県","須崎市","2013年現在","池ノ内","","★池ノ内に登録","新測地系","33","23","49.500","133","16","43.200","○","△","","「潮は田丁まで」「池の内村障りなし」","","","","△","","","12.50","13.00","","浸水高","△","今村博士は「池の内部落の小祠に接した神田に浸入をした」との言い伝えから、津波の高さ12.6mを測量された。言い伝えが正しければ、須崎で9mの津波は、池の内の12.6mの地点まで駆け上がったことになる。","","","","記載なし","その他","今村のデータ","B","位置情報が図2-9からの読み取りによるおおよその位置であることから”B”と判定する（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.81-84 4-17須崎市@@p.84 図2-9 須崎付近津波浸入図","（1）谷陵記、（2）板垣氏筆記、（3）宝永大変記、（4）八幡宮木札、（5）宝永地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）（5）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）については未確認であるため、信頼度はつけていない。なお（4）にはこの地点についての記載は見あたらなかった。","『増訂大日本地震史料　第二巻』（1）p108（5）p129、『新収日本地震史料　第三巻別巻』（3）p454（5）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","553","須崎市","神田","Koda","こだ","高知県","須崎市","2013年現在","神田","","★八王子神社に登録","新測地系","33","24","56.800","133","18","35.300","○","△","","「亡所谷々の民家田苑少し残る」「残らず流失」「土崎続きの在家少々流失」「八王寺奥限り入る」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.81-84 4-17須崎市@@p.84 図2-9 須崎付近津波浸入図","（1）谷陵記、（2）板垣氏筆記、（3）宝永大変記、（4）八幡宮木札、（5）宝永地震記","","◎","（1）（4）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）（5）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p108（5）p129、『新収日本地震史料　第三巻別巻』（3）p454（4）p529（5）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","557","須崎市","野見・大谷","Nomi Otani","のみ おたに","高知県","須崎市","2013年現在","野見","","★南中学校に登録","新測地系","33","22","50.000","133","18","49.400","○","△","","「亡所潮は山まで」「大谷山腹の茅屋三軒残る」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.81-84 4-17須崎市@@p.84 図2-9 須崎付近津波浸入図","（1）谷陵記、（2）板垣氏筆記、（3）宝永大変記、（4）八幡宮木札、（5）宝永地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）（5）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）については未確認であるため、信頼度はつけていない。なお（4）にはこの地点についての記載は見あたらなかった。","『増訂大日本地震史料　第二巻』（1）p108・109（5）p129、『新収日本地震史料　第三巻別巻』（3）p454（5）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","559","窪川町","大鶴津・小鶴津","Otsurutsu Kozurutsu","おつるつ こずるつ","高知県","四万十町","2013年現在","","2006.3.20四万十町","★大鶴津付近に登録","新測地系","33","12","9.500","133","14","5.200","○","△","","「潮入りけれども事なし」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.89 4-19窪川町","（1）谷陵記、（2）板垣氏筆記、（3）西浦廻見日記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料であり、信頼度は◎である。（2）（3）については未確認であるため、信頼度はつけていない。","（1）『増訂大日本地震史料　第二巻』p109","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","565","須崎市","浦ノ内","Uranouchi","うらのうち","高知県","須崎市","2013年現在","浦ノ内","","★今川内に登録","新測地系","33","25","18.600","133","24","39.000","○","△","","「潮は山を限る、海際の家残らず流る」「潮田は海」","","","","△","沈降","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.81-84 4-17須崎市@@p.84 図2-9 須崎付近津波浸入図","（1）谷陵記、（2）板垣氏筆記、（3）宝永大変記、（4）八幡宮木札、（5）宝永地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）（5）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）については未確認であるため、信頼度はつけていない。なお（4）にはこの地点についての記載は見あたらなかった。","『増訂大日本地震史料　第二巻』（1）p108（5）p129、『新収日本地震史料　第三巻別巻』（3）p454（5）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","567","土佐市","福島・渭浜","Fukushima Ihama","ふくしま いはま","高知県","土佐市","2013年現在","宇佐町","","★厳島神社に登録","新測地系","33","26","40.600","133","25","58.800","○","△","","「在所尽く海に没し深さ五尋六尋あるなれば別に記す事なし」「一軒も残らず流失」","","","","△","2.5m程度沈降","","","","","記載なし","△","◎注、深さ五尋六尋は疑問のある数字で、尋は尺かもしれない。","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.78-80 4-16土佐市@@p.80 図2-8 宇佐付近津波浸入図","（1）谷陵記（2）板垣氏筆記（3）今昔大変記（4）大変の事（5）真覚寺日記（6）西浦廻見日記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料であり、信頼度は◎である。（2）～（6）については未確認であるため、信頼度はつけていない。","（1）『増訂大日本地震史料　第二巻』p108","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","573","春野町","西諸木","Nishimorogi","にしもろぎ","高知県","高知市","2013年現在","春野町","2008.1.1高知市","★若一王子神社に登録","新測地系","33","29","28.700","133","30","26.900","○","△","","「潮は大堤限り南西の在家に入る」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.78 4-15春野町","（1）谷陵記、（2）板垣氏筆記、（3）宝永地震記、（4）春秋自記帳","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）（4）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p108（3）p129、『新収日本地震史料　第三巻別巻』（3）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","577","春野町","西畑","Saibata","さいばた","高知県","高知市","2013年現在","春野町","2008.1.1高知市","★仁淀川付近に登録","新測地系","33","28","38.100","133","27","48.500","○","△","","「潮は山まで流家少なし」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.78 4-15春野町","（1）谷陵記、（2）板垣氏筆記、（3）宝永地震記、（4）春秋自記帳","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）（4）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p108（3）p129、『新収日本地震史料　第三巻別巻』（3）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","581","春野町","仁ノ村","Ninomura","にのむら","高知県","高知市","2013年現在","春野町","2008.1.1高知市","★郵便局に登録","新測地系","33","28","10.000","133","29","12.800","○","△","","「亡所潮は山まで」「少々家残る」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.78 4-15春野町","（1）谷陵記、（2）板垣氏筆記、（3）宝永地震記、（4）春秋自記帳","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）（4）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p108（3）p129、『新収日本地震史料　第三巻別巻』（3）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","583","中村市","山路","Yamachi","やまち","高知県","四万十市","2013年現在","山路","2005.4.10四万十市","★山路に登録","新測地系","32","58","2.200","132","57","14.500","○","△","","「本村の潮は田丁まで木戸と言う所は家悉く流る」「木戸分は潮入り御貢物流失」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.93-95 4-22中村市@@p.95 図2-13 四万十川下流流域津波浸入図","（1）谷陵記、（2）和泉屋伝兵衛筆記、（3）広恵簿序、（4）小野家文書","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料であり、信頼度は◎である。（2）～（4）については未確認であるため、信頼度はつけていない。","（1）『増訂大日本地震史料　第二巻』p110","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","587","春野町","秋山","Akiyama","あきやま","高知県","高知市","2013年現在","春野町","2008.1.1高知市","★城八幡に登録","新測地系","33","29","25.400","133","30","16.200","○","△","","「潮は甲殿境の田丁まで」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.78 4-15春野町","（1）谷陵記、（2）板垣氏筆記、（3）宝永地震記、（4）春秋自記帳","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（3）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）（4）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p108（3）p129、『新収日本地震史料　第三巻別巻』（3）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","589","高知市","屋頭・葛島・高須","Yagashira Kazurashima Takasu","やがしら かずらしま たかす","高知県","高知市","2013年現在","","","★高須小学校に登録","新測地系","33","33","31.200","133","34","51.100","○","△","","「潮は山まで家は檐を浸す」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.71-77 4-14高知市@@p.76 図2-6 高知市南部近津波浸入図@@p.77 図2-7 高知付近津波浸入図","1谷陵記、2板垣氏筆記、3浜田氏筆記、4聞出文盲、5高知旧記、6万変記、7宝永地震記、8安政地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（7）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）～（6）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p107（7）p129、『新収日本地震史料　第三巻別巻』（7）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","595","高知市","比島","Hijima","ひじま","高知県","高知市","2013年現在","比島町","","★比島町に登録","新測地系","33","34","5.800","133","32","56.100","○","△","","「潮は山まで家にも」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.71-77 4-14高知市@@p.76 図2-6 高知市南部近津波浸入図@@p.77 図2-7 高知付近津波浸入図","1谷陵記、2板垣氏筆記、3浜田氏筆記、4聞出文盲、5高知旧記、6万変記、7宝永地震記、8安政地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（7）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）～（6）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p107（7）p129、『新収日本地震史料　第三巻別巻』（7）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","599","高知市","小高坂","Kotakasa","こたかさ","高知県","高知市","2013年現在","新屋敷","","★小高坂小学校に登録","新測地系","33","33","52.800","133","31","28.200","○","△","","「江の口堀筋は常通寺橋限り」「江の口関を一面に越る、常通寺橋の前まで潮押来たる」「桜馬場から円満寺の杜迄」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.71-77 4-14高知市@@p.76 図2-6 高知市南部近津波浸入図@@p.77 図2-7 高知付近津波浸入図","1谷陵記、2板垣氏筆記、3浜田氏筆記、4聞出文盲、5高知旧記、6万変記、7宝永地震記、8安政地震記","","◎","（7）は地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）～（6）については未確認であるため、信頼度はつけていない。なお（1）の中にこの地点についての記述は見つからなかった。","『増訂大日本地震史料　第二巻』（7）p129、『新収日本地震史料　第三巻別巻』（7）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","603","高知市","江の口","Enokuchi","えのくち","高知県","高知市","2013年現在","","","★木村病院に登録","新測地系","33","33","59.300","133","32","7.300","○","△","","「潮は在所残りなし家には三ケ二」「瑞応寺の石垣まで潮入り」「宮の西田丁へ潮込み」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.71-77 4-14高知市@@p.76 図2-6 高知市南部近津波浸入図@@p.77 図2-7 高知付近津波浸入図","1谷陵記、2板垣氏筆記、3浜田氏筆記、4聞出文盲、5高知旧記、6万変記、7宝永地震記、8安政地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（7）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）～（6）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p107（7）p129、『新収日本地震史料　第三巻別巻』（7）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","605","高知市","桂浜","Katsurahama","かつらはま","高知県","高知市","2013年現在","浦戸","","★桂浜に登録","新測地系","33","29","50.000","133","34","28.600","○","△","","「亡所」「一軒も残らず流失」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.71-77 4-14高知市@@p.76 図2-6 高知市南部近津波浸入図@@p.77 図2-7 高知付近津波浸入図","1谷陵記、2板垣氏筆記、3浜田氏筆記、4聞出文盲、5高知旧記、6万変記、7宝永地震記、8安政地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（7）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）～（6）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p107（7）p129、『新収日本地震史料　第三巻別巻』（7）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","609","高知市","潮江","Ushioe","うしおえ","高知県","高知市","2013年現在","筆山町","","★眞如寺に登録","新測地系","33","33","11.300","133","32","8.200","○","△","","「潮は山まで家にも」「堤切れ」「潮押し込み」「真如寺前まで潮の深さ六七尺計り来たる」","","","海抜高度","◎","","","2.00","2.00","6～7尺","浸水深","◎","「真如寺前まで潮の深さ六七尺計り来たる」とあり、真如寺前の海抜高度を3mとすれば、津波の高さは約2m (6～7尺)を加えた5m程度となる。","海抜高度3m+約2m（6～7尺）＝5m","5.00","5.00","浸水高","古文書","","B","現在でも眞如寺の位置は確認できるが、海抜高度の信頼性（地図、測量）が不明であるため”B”と判定する（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.71-77 4-14高知市@@p.76 図2-6 高知市南部近津波浸入図@@p.77 図2-7 高知付近津波浸入図","1谷陵記、2板垣氏筆記、3浜田氏筆記、4聞出文盲、5高知旧記、6万変記、7宝永地震記、8安政地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（7）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）～（6）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p107（7）p129、『新収日本地震史料　第三巻別巻』（7）p452","","",""
"0021","1707宝永地震津波","1707 Hoei","484","宝永大地震―土佐最大の被害地震","","611","高知市","御畳瀬","Mimase","みませ","高知県","高知市","2013年現在","長浜","","★御畳瀬小学校に登録","新測地系","33","30","17.500","133","33","18.200","○","△","","「亡所潮は山まで但し家は三ケ一屋具計り残る」「浦戸百三十余軒流失残家僅かに有り」「御畳瀬百二十軒流失残家僅かに有り」","","","","△","","","","","","記載なし","△","","","","","記載なし","古文書","","Z","痕跡記録なしのため”Z”と判定（2013/10/14）","都司・松岡","宝永大地震-土佐最大の被害地震-","","p.71-77 4-14高知市@@p.76 図2-6 高知市南部近津波浸入図@@p.77 図2-7 高知付近津波浸入図","1谷陵記、2板垣氏筆記、3浜田氏筆記、4聞出文盲、5高知旧記、6万変記、7宝永地震記、8安政地震記","","◎","（1）は地震からあまり時間が経過しない時期に書かれた史料である。また（7）も地震からあまり時間が経過しない時期に書かれたと考えられる史料である。よって、信頼度はどちらも◎である。（2）～（6）については未確認であるため、信頼度はつけていない。","『増訂大日本地震史料　第二巻』（1）p107（7）p129、『新収日本地震史料　第三巻別巻』（7）p452","","",""
