津波id,津波名,津波名(英語),文献id,文献名,文献名(英語),痕跡id,文献時代_市町村名,文献記載_地名,文献記載_かな,ひらがな・カナ,登録時_都道府県,登録時_市町村名,市町村名確認年月日,地点位置詳細情報,地名変遷等,地名_備考_仮位置,測地系,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,住所地番情報_信頼度,地図等情報_信頼度,測定対象物,証言等,津波堆積物_層厚,津波堆積物_出典,文献記載_測定基準面,文献記載_測定基準_信頼度,地盤変位z,最大波,文献記載_痕跡高_下限,文献記載_痕跡高_上限,文献記載_史料記載値,文献記載_痕跡パターン,文献記載_高さ定義_信頼度,文献記載の痕跡高さ備考,tp_基準面補正方法,tp_痕跡高_下限,tp_痕跡高_上限,tp_痕跡パターン,測定方法,測定方法_その他,痕跡信頼度,判定理由,信頼度判定者,文献,雑誌,参照頁等,引用史料,原資料所在,文献信頼度,文献信頼度―備考,史料集名等,記載内容及び図表,原文備考,検潮所名
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2159","相良町","波津・須々木","Hazu Susuki","はづ・すすき","静岡県","牧之原市","2013年現在","","2005.10.11牧之原市","静岡県牧之原市（須々木海岸）","新測地系","34","40","25.005","138","11","52.928","○","△","","津波で被害があり、家屋の流失、田畑が浸水した","","","","△","","","5.00","6.00","","浸水高","△","","","","","記載なし","古文書","","D","古文書等に記された関連現象・被害の記述から浸水高を推定しているため"D”と判定（2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","相良史（須々木村地代香川蘆角氏の地震年代記）","","◎","『相良史』は近代以降に編纂された自治体史に準じた史料であるが、ここでは地震からあまり時間が経過しない時期に書かれたと考えられる史料をもとにしていることが分かるため、信頼度は◎と判定する。なお、史料には津波到達点・浸水高についての記載がないため、痕跡信頼度はDとなると思われる。","『日本地震史料』p463","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2161","御前崎町","御前崎(大山区沢入宅庭）","Omaezaki(oyamaku Sawairitakuniwa)","おまえざき（おおやまくさわいりたくにわ）","静岡県","御前崎市","2013年現在","","2004.04.01御前崎市","★羽鳥1977と同じ位置に登録","新測地系","34","36","21.000","138","13","3.000","○","△","","※書ききれないため、史料内容及び図表欄へ","","","","△","","","5.50","5.50","","浸水高","△","","","","","記載なし","その他","羽鳥1977の引用","Z","他文献からの引用であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","羽鳥1977","","◎","羽鳥（1977）は「大地志ん万扣帳　慶応二年」を引用したと考えられる。地震からあまり時間が経過しない時期に書かれた史料であるため、信頼度は◎と判定される。","『新収日本地震史料　第5巻別巻5-1』p1045（羽鳥）","大山区沢入宅庭、カマドに黒鯛上がる。波高5.5m","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2163","御前崎町","白羽","Shirowa","しろわ","静岡県","御前崎市","2013年現在","","2004.04.01御前崎市","★羽鳥1977と同じ位置に登録","新測地系","34","36","26.000","138","10","49.000","○","△","","※書ききれないため、史料内容及び図表欄へ","","","","△","","","6.00","6.00","","浸水高","△","","","","","記載なし","その他","羽鳥1977の引用","Z","他文献からの引用であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","1白羽村役場報告、2羽鳥1977","","○","羽鳥（1977）は『安政元年11月4日東海沖地震に関する静岡県調査報告』をもとにしていると考えられる。これは明治期に帝国大学総長が行った調査をもとにしている。地震から時間が経過しているため、信頼度は○と判定する。（1）はこの調査報告の一部である。","","1「激震の当時、潮水沖に去る1里ほど、ために暗礁所々露出したが、また瞬時にして津波押きて平常より4-5丁ほど陸地へ襲来した。しかしまた直ちに常に復し、以来海岸に変化を見なかった」、2「波は6mの高さまで海岸砂丘をかけ上がったようである」","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2165","浜岡町","佐倉海岸","Sakurakaigan","さくらかいがん","静岡県","御前崎市","2013年現在","","2004.04.01御前崎市","","新測地系","34","37","9.803","138","9","26.629","○","△","","大震以来海水の遠くなったことおよそ10間","","","","△","","","0.00","0.00","","浸水高","△","","","","","記載なし","古文書","","Z","地盤沈下の情報であるため”Z"と判定（2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","","","○","羽鳥（1977）では『安政元年11月4日東海沖地震に関する静岡県調査報告』をもとにしており、飯田はこの羽鳥（1977）を引用していると考えられる。これは明治期に帝国大学総長が行った調査をもとにしている。地震から時間が経過しているため、信頼度は○と判定する。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2167","大浜町","大浜","Ohama","おおはま","静岡県","掛川市","2013年現在","","2005.04.01掛川市、1973～2005は大東町","静岡県掛川市（大浜公園入口）","新測地系","34","40","16.258","138","2","4.233","○","△","","※書ききれないため、史料内容及び図表欄へ","","","","△","","","5.00","6.00","","浸水高","△","羽鳥1977では6m","","","","記載なし","古文書","","Z","古文書等に記された関連現象・被害の記述から浸水高を推定しているが、文献信頼度が空白であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","1大庭、2羽鳥1977","","","（1）は伝承かと思われるが、大庭のもとを確認しないと判断できない。また（2）がもととした史料も不明であるため、信頼度は空白としておく。","","1「菊川の1.5km上流の新田で腰たけの津波があったという」、2「明治24年の地形図では菊川は現在の河口より1.5km東側に蛇していた。津波はこの河川を遡上して流域の低地に溢れた。標高は高いところで5mくらいであるが低地では潮位は4mくらい。浜岡付近の砂丘と同様に、高さも低く、峯も海岸に垂直方向に並んでいる。はい上がりの距離から波高は6m程度」","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2169","掛川市","千浜","Chihama","ちはま","静岡県","掛川市","2013年現在","","","千浜小学校","新測地系","34","39","33.826","138","4","29.554","○","△","","海嘯のため耕地及び人家が変化した","","","","△","","","5.00","6.00","","浸水高","△","","","","","記載なし","古文書","","D","古文書等に記された関連現象・被害の記述から浸水高を推定しているため"D”と判定（2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","大庭1946","","○","大庭は『安政元年11月4日東海沖地震に関する静岡県調査報告』をもとにしていると考えられる。これは明治期に帝国大学総長が行った調査をもとにしている。地震から時間が経過しているため、信頼度は○と判定する。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2171","浅羽町","浅羽","Asaba","あさば","静岡県","袋井市","2013年現在","","2005.4.1 袋井市","★浅羽に登録","新測地系","34","43","11.400","137","55","44.700","○","△","","津波が海岸に押寄せたが、ひどい被害はなかった。","","","","△","","","3.00","3.00","","浸水高","△","","","","","記載なし","古文書","","Z","古文書等に記された関連現象・被害の記述から浸水高を推定しているが、文献信頼度が空白であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","","","","引用史料不明。よって信頼度は空白とする。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2173","松阪市","松崎","Matsusaki","まつさき","三重県","松阪市","2013年現在","","","松阪市松崎浦町の寺院","新測地系","34","36","29.900","136","31","32.900","○","△","","","","","","△","","","3.00","3.00","","浸水高","△","p.720-743に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.746 表10 安政（1854年）東海地震の津波の高さ","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2175","福田町・竜洋町","福田・竜洋（鮫島）","Fukude-Ryuyo(Samejima)","ふくで・りゅうよう（さめしま）","静岡県","磐田市","2013年現在","","2005.04.01磐田市","★羽鳥1977と同じ位置に登録","新測地系","34","42","4.000","137","49","25.000","○","△","","※書ききれないため、史料内容及び図表欄へ","","","","△","","","3.00","3.00","","浸水高","△","","","","","記載なし","その他","羽鳥1977の引用","Z","他文献からの引用であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","羽鳥1977","","○","羽鳥（1977）は「磐田郡誌」をもとにしている。近代以降に編纂された自治体史であるため、信頼度は○と判定される。","『日本地震史料』p419","「大地の震動とともに海水一丈余引汐となり、空地を生じたが、今引返した潮水再び湧くが如くに陸地に向って浸し、その勢潤々として忽ち海浜数十歩の砂原を没し、なお止まるべくも見えず」と長野村鮫島の記録にある。波高3m程度で広域に浸水した。","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2177","福田町・竜洋町","福田・竜洋（掛塚）","Fukude-Ryuyo(Kaketsuka)","ふくで・りゅうよう（かけつか）","静岡県","磐田市","2013年現在","磐田市掛塚","2005.04.01磐田市","★羽鳥1977と同じ位置に登録","新測地系","34","40","39.517","137","47","32.560","○","△","","津波が天竜川を遡上した。流域の中ノ浜の松並木を倒すなど流速はきわめて大きかった。河口から3kmほど上流の掛塚付近で、津波は平水上4.5mと記録され、外洋に面した沿岸では6m程度に達した","","","平水","△","","","4.50","4.50","","浸水高","△","","","","","記載なし","その他","羽鳥1977の引用","Z","他文献からの引用であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","羽鳥1977","","○","羽鳥（1977）は「磐田郡誌」をもとにしている。近代以降に編纂された自治体史であるため、信頼度は○と判定される。","『日本地震史料』p419","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2179","福田町・竜洋町","福田・竜洋（外洋）","Fukude-Ryuyo(gaiyo)","ふくで・りゅうよう（がいよう）","静岡県","磐田市","2013年現在","","2005.04.01磐田市","★羽鳥1977と同じ位置に登録","新測地系","34","40","39.517","137","47","32.560","○","△","","津波が天竜川を遡上した。流域の中ノ浜の松並木を倒すなど流速はきわめて大きかった。河口から3kmほど上流の掛塚付近で、津波は平水上4.5mと記録され、外洋に面した沿岸では6m程度に達した","","","平水","△","","","6.00","6.00","","浸水高","△","","","","","記載なし","その他","羽鳥1977の引用","Z","他文献からの引用であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","羽鳥1977","","○","羽鳥（1977）は「磐田郡誌」をもとにしている。近代以降に編纂された自治体史であるため、信頼度は○と判定される。","『日本地震史料』p419","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2181","竜洋町","掛塚","Kaketsuka","かけつか","静岡県","磐田市","2013年現在","","","★掛塚橋に登録","新測地系","34","40","32.800","137","47","31.400","○","△","","村内過半潰れ津波にてなお大破","","","","△","","","4.00","5.00","","浸水高","△","","","","","記載なし","古文書","","X","文献信頼度がXのため"X"と判定(2013/03/05)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","静岡県1978","","×","静岡県（1978）は「石川多喜蔵一代咄」を引用していると考えられる。これは地震からあまり時間が経過しない時期に書かれた史料であることから、本来は信頼度を◎とするところだが、この史料からは津波が入っていないことが分かり、文献記載と異なる。よってここでは津波なしと判断し×と判定する。","『新収日本地震史料　第5巻別巻5-1』p1117","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2187","浜松市","今切","Imakiri","いまきり","静岡県","浜松市","2013年現在","","","","新測地系","34","40","44.203","137","35","51.896","○","△","","※書ききれないため、史料内容及び図表欄へ","","","","△","","","4.00","5.00","","浸水高","△","","","","","記載なし","古文書","","D","古文書等に記された関連現象・被害の記述から浸水高を推定しているため"D”と判定（2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","青窓紀聞","","◎","地震当時に書かれた史料であり、信頼度は高い。よって◎と判定する。なお、史料には津波到達点・浸水高についての記載がないため、痕跡信頼度はDとなると思われる。","『新収日本地震史料　第5巻別巻5-1』p63","西番所皆潰れ、船頭会所も余程の傾きにて破損、その外所々大破、津波は門内まで打込んだ。侍屋敷並びに門共半潰6軒、同大破8軒、足軽町・同心家共大破25軒、漁船流失並びに破船92隻、破損家並びに土蔵数知れず。火災なし","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2189","舞阪町","弁天島","Bentenjima","べんてんじま","静岡県","浜松市","2013年現在","","2005.7.1浜松市","★新弁天神社に登録","新測地系","34","41","35.471","137","35","42.559","○","△","","家津波にて潰れ、仮小屋建つ","","","","△","","","3.00","4.00","","浸水高","△","","","","","記載なし","古文書","","D","古文書等に記された関連現象・被害の記述から浸水高を推定しているため"D”と判定（2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","舞阪町史","","◎","引用史料は「那州田家文書」の記載を掲載したものである。地震からあまり時間が経過しない時期に書かれたと考えられる史料であるので、信頼度は◎と判定される。ただし、文献には「弁天島」とあるが、当時は「弁天社」のことを指していたと考えられる。なお、史料には津波到達点・浸水高についての記載がないため、痕跡信頼度はDとなると思われる。","『東海地方地震津波史料　Ⅰ下巻』p731","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2191","細江町","気賀","Kiga","きが","静岡県","浜松市","2013年現在","","2005.7.1浜松市","静岡県浜松市北区気賀（気賀駅）","新測地系","34","41","26.479","137","39","0.467","○","△","","※書ききれないため、史料内容及び図表欄へ","","","","△","","","2.00","3.00","","浸水高","△","","","","","記載なし","古文書","","D","古文書等に記された関連現象・被害の記述から浸水高を推定しているため"D”と判定（2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.737-743 （3）静岡県における安政東海地震の津波","青窓紀聞","","◎","地震当時に書かれた史料であり、信頼度は高い。よって◎と判定する。なお、史料には津波到達点・浸水高についての記載がないため、痕跡信頼度はDとなると思われる。","『新収日本地震史料　第5巻別巻5-1』p21","地震後高汐差入り田畑凡そ高2800石の場所一同汐の下になる。波高2-3mと推定される。関所、東御門地形落入り、居震下り相傾いたので抑木した。西御門柱南の方に傾く。西番所相傾き全体大破した。足軽番所地形震破損。御制札場石垣崩れる。東御門北の方石垣矢来とも13間余倒れる。東御門南の方総体石垣ふくらみ5-6間の内石垣崩れ矢来倒れた。西御門石垣皆倒れた","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2193","田原市","池尼","Ikeshiri","いけしり","愛知県","田原市","2013年現在","","","★道の駅に登録","新測地系","34","36","27.800","137","11","22.100","○","△","","","","","","△","","","6.00","10.00","","浸水高","△","p.720-743に記載がない地点、表10に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.744 図13 安政東海地震の津波の波高分布","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2195","田原市","堀切","Horikiri","ほりきり","愛知県","田原市","2013年現在","","","★堀切小学校に登録","新測地系","34","35","40.200","137","4","38.500","○","△","","","","","","△","","","6.00","8.00","","浸水高","△","p.720-743に記載がない地点、表10に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.744 図13 安政東海地震の津波の波高分布","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2197","渥美町","渥美表浜","Atsumi Omotehama","あつみおもてはま","愛知県","田原市","2013年現在","位置不明のため、明応東海・宝永と同じ位置に登録","2005.10.1田原市","","新測地系","34","36","22.799","137","11","8.168","○","△","","","","","","△","","","6.00","10.00","","浸水高","△","p.720-743に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.746 表10 安政（1854年）東海地震の津波の高さ","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2199","渥美町","渥美裏浜","Atsumi Urahama","あつみうらはま","愛知県","田原市","2013年現在","位置不明のため、明応東海・宝永と同じ位置に登録","2005.10.1田原市","","新測地系","34","41","40.349","137","15","36.393","○","△","","","","","","△","","","3.00","4.00","","浸水高","△","p.720-743に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.746 表10 安政（1854年）東海地震の津波の高さ","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2201","豊橋市","赤沢","Akazawa","あかざわ","愛知県","豊橋市","2013年現在","","","★紙田川沿いに登録","新測地系","34","39","55.200","137","21","27.400","○","△","","","","","","△","","","6.00","7.00","","浸水高","△","p.720-743に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.746 表10 安政（1854年）東海地震の津波の高さ","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2203","蒲郡市","西浦","Nishiura","にしうら","愛知県","蒲郡市","2013年現在","蒲郡市西浦町","","★西浦郵便局に登録","新測地系","34","51","25.400","136","51","39.500","○","△","","","","","","△","","","2.00","2.00","","浸水高","△","p.720-743に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.746 表10 安政（1854年）東海地震の津波の高さ","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2205","碧南市","伏見屋","Fushimiya","ふしみや","愛知県","碧南市","2013年現在","","","★碧南市老人ホームに登録","新測地系","34","52","59.500","137","1","26.100","○","△","","","","","","△","","","2.00","2.00","","浸水高","△","p.720-743に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.746 表10 安政（1854年）東海地震の津波の高さ","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2207","御浜町","野間","Noma","のま","愛知県","美浜町","2013年現在","","","★野間に登録","新測地系","34","46","19.800","136","51","20.200","○","△","","","","","","△","","","2.00","3.00","","浸水高","△","p.720-743に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.746 表10 安政（1854年）東海地震の津波の高さ","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2209","熱海市","網代","Ajiro","あじろ","静岡県","熱海市","2013年現在","","","★網代駅に登録","新測地系","35","2","36.500","139","4","52.300","○","△","","","","","","△","","","3.00","3.00","","浸水高","△","p.720-743に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.746 表10 安政（1854年）東海地震の津波の高さ","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
"0044","1854安政東海地震津波","1854 Ansei Tokai","278","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","Tsunami Damage Caused by the Ansei Earthquake on December 23, 1854 (4th day of the 11th month in the 7th Year of the Kaei Era or the First Year of the Ansei Era)","2211","土肥町","土肥","Toi","とい","静岡県","伊豆市","2013年現在","","2011年4月1日伊豆市","★郵便局に登録","新測地系","34","54","41.200","138","47","34.800","○","△","","","","","","△","","","4.00","6.00","","浸水高","△","p.720-743に記載がない地点、または高さの値が異なる地点のみ抽出した","","","","記載なし","","不明","Z","文献信頼度が空白であり、カタログ類であるため"Z"と判定(2013/03/07)","都司・松岡","嘉永7年（安政元年）11月4日（1854年12月23日）の安政地震の津波被害","","p.746 表10 安政（1854年）東海地震の津波の高さ","","","","表の記載についてはカタログと同じであると判断する。よって、信頼度は付けていない。","","","",""
